AccusedMasterID,CaseMasterID,AccusedName,AgeYear
1005,477,Darpan Chaudhari,59
787,477,Wridesh Srivastava,43
788,478,Mohini Bhat,37
789,478,Riya Ganguly,47
790,478,Tarak Ramaswamy,42
791,479,Tejas Shah,56
792,480,Gabriel Sharaf,53
793,481,Onveer Dada,26
794,481,Hredhaan Chaudhuri,60
1009,482,Unni Batta,52
795,483,Aarush Deo,24
796,484,Odika Gour,39
797,485,Bimala Mangal,63
1008,485,Laksh Tella,32
798,485,Osha Jha,58
799,486,Viraj Goyal,28
800,486,Neel Dayal,61
801,486,Charles Shan,30
802,487,Ijaya Amble,54
803,488,Brinda Handa,37
804,488,Balvan Krish,21
805,488,Fitan Rau,58
806,489,Sachi Nath,43
807,489,Veer Kala,52
808,489,Maanas Sekhon,22
809,490,Karan Vora,23
810,491,Harini Borde,28
811,491,Pranav Bal,40
812,491,Kamala Palan,46
813,492,Jagvi Dave,22
1009,493,Unni Batta,18
1004,493,Harrison Mukherjee,55
814,493,Indali Sahota,60
815,494,Zayyan Vig,25
816,495,Gaurika Dora,31
817,496,Girik Sekhon,43
818,496,Rudra Dara,64
819,496,Samar Ganesh,42
1003,497,Hitesh Tara,56
820,498,Patrick Lad,59
821,499,Kabir Ganesh,44
822,500,Vedant Rao,65
823,500,Radha Kata,36
824,500,Ishanvi Sandhu,24
