AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
1005,350,Darpan Chaudhari,60,1,A1005
587,350,Chasmum Dube,22,1,A587
588,350,Yash Chaudhari,48,1,A588
589,351,Girish Ravi,18,1,A589
1001,351,Farhan Memon,24,1,A1001
590,352,Azaan Mitra,56,1,A590
591,352,Warda Kapoor,44,1,A591
592,352,Garima Wagle,60,1,A592
1008,353,Laksh Tella,61,1,A1008
593,353,Ikshita Shere,51,1,A593
594,354,Nitesh Sem,52,1,A594
595,355,Libni Bir,64,1,A595
596,355,Priya Ben,64,1,A596
597,356,Hemang Bhat,19,1,A597
598,356,Jagrati Chopra,22,1,A598
599,356,Zilmil Varghese,22,1,A599
600,357,Maanas Mangal,35,1,A600
601,357,Jagrati Issac,43,1,A601
602,358,Janya Loyal,64,1,A602
603,358,Dalaja Krishna,53,1,A603
604,359,Krishna Handa,34,1,A604
1009,359,Unni Batta,28,1,A1009
605,359,Aradhana Ghose,34,2,A605
606,360,Tripti Thaker,28,1,A606
607,361,Krishna Badal,34,1,A607
608,362,Advik Acharya,65,1,A608
609,362,Leela Lata,41,1,A609
610,363,Christopher Balan,25,1,A610
611,363,Arya Kothari,25,1,A611
612,364,Sarthak Bhattacharyya,30,1,A612
613,364,Vansha Lal,48,1,A613
614,365,Gabriel Raval,37,1,A614
615,366,Aryan Sani,27,1,A615
616,367,Shravya Singh,19,1,A616
617,367,Ekapad Kanda,62,1,A617
618,367,Advika Madan,61,1,A618
619,368,Thomas Mammen,54,2,A619
620,369,Zarna Arya,65,1,A620
621,369,Ekaja Kaur,39,1,A621
622,370,Zashil Roy,58,1,A622
623,370,Rehaan Lal,47,2,A623
624,371,Fitan Bath,37,2,A624
625,372,Baghyawati Wali,29,1,A625
1006,373,Mekhala Nayar,27,1,A1006
626,373,Ojasvi Kamdar,25,1,A626
627,373,Aditya Sanghvi,31,1,A627
628,374,Brinda Doshi,25,1,A628
629,374,Finn Dash,33,1,A629
630,375,Vidhi Uppal,41,1,A630
1004,375,Harrison Mukherjee,57,1,A1004
631,376,Yash Mall,42,1,A631
1010,377,Turvi Dalal,58,1,A1010
632,377,Yash Mahal,36,1,A632
633,378,Eta Sethi,35,1,A633
1005,378,Darpan Chaudhari,48,2,A1005
634,378,Amrita Bal,27,1,A634
635,379,Ladli Mangat,43,1,A635
1002,379,Victor Dutt,25,1,A1002
636,380,Tanay Shan,60,1,A636
1009,380,Unni Batta,18,1,A1009
637,381,Omaja Joshi,31,1,A637
638,382,Warhi Dutta,55,1,A638
1007,383,Max Nadig,44,1,A1007
639,383,Lajita Pillai,64,1,A639
640,383,Timothy Bhardwaj,40,1,A640
641,384,Aarnav Sethi,36,1,A641
642,384,Oviya Patla,53,1,A642
643,384,Charvi Lall,43,1,A643
644,385,Vrishti Chakraborty,62,1,A644
645,385,Ekapad Dhawan,29,1,A645
646,386,Eshana Kunda,53,1,A646
647,387,Daksh More,58,1,A647
648,388,Meera Vora,56,1,A648
649,388,Chatresh Jaggi,32,1,A649
650,389,Zehaan Vohra,32,1,A650
651,390,Yasti Muni,18,1,A651
652,390,Dominic Balay,57,1,A652
653,391,Matthew Dhawan,48,2,A653
654,391,Lohit Biswas,20,1,A654
1010,392,Turvi Dalal,50,1,A1010
1004,392,Harrison Mukherjee,33,1,A1004
1010,392,Turvi Dalal,51,2,A1010
655,393,Tamanna Sura,65,1,A655
656,394,Pavani Nori,53,1,A656
657,395,Bhanumati Bhavsar,53,1,A657
658,395,Ikshita Varughese,34,1,A658
659,396,Keya Iyer,52,1,A659
660,397,Oni Sengupta,28,1,A660
661,397,Bhavani Cheema,54,1,A661
662,398,Adweta Kuruvilla,23,1,A662
663,399,David Kapoor,38,1,A663
664,400,Ria Prashad,29,1,A664
665,401,Jagat Batra,60,1,A665
666,401,Nitesh Kala,22,1,A666
1002,401,Victor Dutt,18,1,A1002
1007,402,Max Nadig,36,2,A1007
667,402,Hardik Sule,48,1,A667
668,403,Pushti Bal,26,1,A668
669,403,Faraj Sule,33,1,A669
670,404,Yug Nazareth,56,1,A670
671,405,George Reddy,62,1,A671
672,405,Xiti Sarraf,23,1,A672
673,405,Indrajit Babu,30,1,A673
674,406,Kiaan Kala,56,2,A674
675,407,Zehaan Sood,34,1,A675
676,407,Yatan Gopal,53,1,A676
677,408,Caleb Bahri,58,1,A677
678,408,Urvi Sastry,24,1,A678
679,409,Manthan Kuruvilla,29,1,A679
680,409,Hemani Kalla,28,1,A680
1009,410,Unni Batta,42,1,A1009
681,411,Thomas Balay,45,1,A681
682,412,Oni Chad,61,1,A682
683,412,Gauri Gour,59,1,A683
1006,413,Mekhala Nayar,21,1,A1006
684,413,Aarnav Devan,63,1,A684
685,414,Dalaja Kashyap,24,1,A685
686,414,Frederick Bahl,60,1,A686
687,414,Yug Mangat,55,1,A687
688,415,Ojas Brar,42,1,A688
689,415,Andrew Chauhan,31,1,A689
690,416,Joshua Khurana,47,1,A690
1005,416,Darpan Chaudhari,59,1,A1005
691,417,Ekapad Agarwal,43,1,A691
692,418,Anvi Sheth,43,1,A692
693,418,Oscar Mishra,62,1,A693
694,419,Yatan Sastry,25,1,A694
1001,419,Farhan Memon,29,1,A1001
695,420,Veda Comar,62,1,A695
696,421,Krisha Minhas,48,1,A696
697,421,Aadi Patil,21,1,A697
698,422,Sanya Bansal,49,2,A698
699,423,Leena Nori,57,1,A699
700,423,Umang Thaman,40,1,A700
701,423,Alexander Biswas,30,1,A701
702,424,Forum Subramaniam,40,1,A702
703,424,Yadavi Bera,19,1,A703
704,425,Abeer Bakshi,20,1,A704
705,425,Jalsa Goda,38,1,A705
706,425,Baljiwan Sarin,44,1,A706
707,426,Lavanya Kari,51,2,A707
708,427,Chandani Ramakrishnan,21,1,A708
709,427,Saumya Dhingra,43,1,A709
710,428,Arya Lanka,60,1,A710
711,429,Onkar Kamdar,27,1,A711
712,429,Hredhaan Shah,28,1,A712
713,430,Ojas Majumdar,34,1,A713
714,430,Jacob Ghose,55,1,A714
1001,430,Farhan Memon,53,1,A1001
715,431,Shivani Prakash,62,1,A715
716,431,Januja Banerjee,64,1,A716
717,432,Hredhaan Kohli,46,1,A717
1004,433,Harrison Mukherjee,19,1,A1004
718,433,Mitesh Srinivas,33,1,A718
719,434,Anjali Jha,50,1,A719
720,434,Shravya Swaminathan,64,1,A720
721,435,Edhitha Gala,20,1,A721
722,435,Vrinda Wali,20,1,A722
723,435,Ekani Sur,36,1,A723
724,436,Ubika Parikh,47,1,A724
725,436,Mohammed Deshpande,44,1,A725
1002,437,Victor Dutt,26,1,A1002
726,437,Jacob Banerjee,49,1,A726
727,438,Shivansh Trivedi,55,1,A727
1006,438,Mekhala Nayar,32,1,A1006
728,439,Darika Sama,24,1,A728
729,439,Anya Dixit,33,2,A729
730,440,Baljiwan Parsa,35,1,A730
731,440,Darsh Nagar,27,1,A731
732,441,Samarth Tata,42,1,A732
733,441,Jalsa Khanna,64,1,A733
734,441,Ekansh Kadakia,38,1,A734
735,442,Netra Bhat,42,1,A735
736,443,Bakhshi Chawla,25,1,A736
1009,443,Unni Batta,55,1,A1009
737,444,Triya Buch,47,2,A737
738,445,Nathaniel Ramakrishnan,27,1,A738
739,445,Zaid Atwal,24,1,A739
740,445,Abeer Dubey,28,1,A740
741,446,Samarth Setty,29,1,A741
1002,446,Victor Dutt,18,1,A1002
742,446,Hemangini Pall,59,1,A742
743,447,Arin Gill,49,1,A743
744,447,Mohammed Yadav,25,1,A744
745,447,Ekta Modi,29,1,A745
746,448,Mason Krishna,52,1,A746
747,449,Falan Shanker,28,1,A747
1002,450,Victor Dutt,43,1,A1002
748,451,Diya Mohanty,37,1,A748
749,451,Leela Wable,34,1,A749
750,451,Chanchal Lalla,30,1,A750
751,452,Tripti Bawa,53,1,A751
1003,452,Hitesh Tara,37,1,A1003
752,452,Watika Om,64,1,A752
1008,453,Laksh Tella,39,1,A1008
1008,453,Laksh Tella,25,1,A1008
753,453,Eshana Dugar,36,1,A753
754,454,Aarini Bera,25,1,A754
1010,455,Turvi Dalal,27,1,A1010
1002,455,Victor Dutt,59,1,A1002
755,455,Sarthak Dayal,65,1,A755
1008,456,Laksh Tella,63,1,A1008
756,456,Libni Jayaraman,19,1,A756
757,457,Brijesh Deep,28,1,A757
758,458,Krish Banik,23,1,A758
759,459,Dipta Acharya,33,1,A759
760,460,Nathan Ramanathan,28,1,A760
761,460,Chakradev Singhal,45,1,A761
762,461,Teerth Bumb,19,1,A762
763,461,Riya Patla,19,1,A763
764,461,Onkar Pillai,48,1,A764
765,462,Max Mani,65,1,A765
766,463,Shaurya Sule,20,1,A766
767,464,Manya Bail,37,1,A767
768,465,Chanchal Saraf,33,1,A768
769,465,Banjeet Biswas,32,1,A769
770,465,Meghana Barman,53,1,A770
771,466,Yash Gara,28,1,A771
772,466,Arin Hayre,28,1,A772
773,467,Damini Vyas,63,1,A773
774,467,Qasim Kumer,41,2,A774
775,468,Gavin Bera,65,1,A775
776,468,Priya Chaudhari,44,1,A776
777,469,Timothy Bora,49,1,A777
1010,469,Turvi Dalal,59,1,A1010
778,470,Mitali Prasad,55,1,A778
779,471,Irya Apte,43,1,A779
780,472,Gagan Deep,64,1,A780
781,472,Christopher Mutti,41,1,A781
782,473,Yutika Jayaraman,45,1,A782
783,474,Baljiwan Atwal,52,1,A783
784,475,Yahvi Dara,35,1,A784
785,476,Ekbal Keer,32,1,A785
1007,476,Max Nadig,23,1,A1007
786,476,Ayushman Virk,22,1,A786
1005,477,Darpan Chaudhari,59,1,A1005
787,477,Wridesh Srivastava,43,1,A787
788,478,Mohini Bhat,37,1,A788
789,478,Riya Ganguly,47,1,A789
790,478,Tarak Ramaswamy,42,1,A790
791,479,Tejas Shah,56,1,A791
792,480,Gabriel Sharaf,53,1,A792
793,481,Onveer Dada,26,1,A793
794,481,Hredhaan Chaudhuri,60,1,A794
1009,482,Unni Batta,52,1,A1009
795,483,Aarush Deo,24,1,A795
796,484,Odika Gour,39,1,A796
797,485,Bimala Mangal,63,1,A797
1008,485,Laksh Tella,32,1,A1008
798,485,Osha Jha,58,1,A798
799,486,Viraj Goyal,28,1,A799
800,486,Neel Dayal,61,1,A800
801,486,Charles Shan,30,1,A801
802,487,Ijaya Amble,54,1,A802
803,488,Brinda Handa,37,1,A803
804,488,Balvan Krish,21,1,A804
805,488,Fitan Rau,58,1,A805
806,489,Sachi Nath,43,1,A806
807,489,Veer Kala,52,1,A807
808,489,Maanas Sekhon,22,1,A808
809,490,Karan Vora,23,1,A809
810,491,Harini Borde,28,1,A810
811,491,Pranav Bal,40,1,A811
812,491,Kamala Palan,46,1,A812
813,492,Jagvi Dave,22,1,A813
1009,493,Unni Batta,18,1,A1009
1004,493,Harrison Mukherjee,55,1,A1004
814,493,Indali Sahota,60,1,A814
815,494,Zayyan Vig,25,1,A815
816,495,Gaurika Dora,31,1,A816
817,496,Girik Sekhon,43,1,A817
818,496,Rudra Dara,64,1,A818
819,496,Samar Ganesh,42,1,A819
1003,497,Hitesh Tara,56,1,A1003
820,498,Patrick Lad,59,1,A820
821,499,Kabir Ganesh,44,1,A821
822,500,Vedant Rao,65,1,A822
823,500,Radha Kata,36,1,A823
824,500,Ishanvi Sandhu,24,1,A824
